"","year","country","country_code","CO2","GDP","POP","CO2pc","GDPpc","CO2pcdev","GDPpcdev","CO2pcln","GDPpcln"
"22","Bhutan",2010,"YR2010",487.711,1585472534,727641,670.263220461739,0.00217892138293472,-0.00419206343549979,-11792.3814870019,-7.30784005637024,7.68658525486956
"23","Bolivia",2010,"YR2010",15203.382,19649631308,9918242,1532.87064380966,0.00198116070448775,-0.00332945601215187,-11990.1421654489,-6.48061306372929,7.5914381663198
"24","Bosnia and Herzegovina",2010,"YR2010",21275.934,17176781337,3722084,5716.13483199197,0.0046148290412038,0.000853808176030441,-9356.47382873285,-5.16446243067068,8.43703010209128
"25","Botswana",2010,"YR2010",4686.426,12786654366,2014866,2325.92440390577,0.00634615620393614,-0.00253640225205576,-7625.14666600051,-6.06363772588425,8.7556045863905
"26","Brazil",2010,"YR2010",419754.156,2.20887e+12,196796269,2132.93757108779,0.0112241457179252,-0.00272938908487374,-2747.15715201148,-6.15025510804699,9.32582260440696
"27","Brunei Darussalam",2010,"YR2010",8203.079,13707370737,388662,21105.9455259326,0.0352681011701684,0.016243618869971,21296.7983002318,-3.858200499712,10.4707341848137
"28","Bulgaria",2010,"YR2010",44114.01,50610031136,7395599,5964.9002061902,0.00684326328888302,0.00110257355022867,-7128.03958105363,-5.12186295346488,8.8310199858638
"29","Burkina Faso",2010,"YR2010",1961.845,8979966766,15605217,125.717252121518,0.0005754464526831,-0.00473660940384001,-13395.8564172535,-8.98147520340456,6.35514617897305
"30","Burundi",2010,"YR2010",212.686,2026864469,8766930,24.2600317328871,0.00023119432560771,-0.00483806662422864,-13740.1085443289,-10.626680346416,5.44325859327778
"31","Cabo Verde",2010,"YR2010",557.384,1664310770,502384,1109.47800885379,0.00331282598570018,-0.00375284864710774,-10658.4768842365,-6.80386563655977,8.10555687622987
"32","Cambodia",2010,"YR2010",5012.789,11242275199,14308740,350.3305671918,0.000785692884139344,-0.00451199608876973,-13185.6099857973,-7.95663337152837,6.66656598342617
"33","Cameroon",2010,"YR2010",6780.283,26143818510,19970495,339.515019532565,0.00130912220803741,-0.00452281163642896,-12662.1806618992,-7.98799237178926,7.17711212139737
"34","Canada",2010,"YR2010",534670.602,1.61346e+12,34005274,15723.167000507,0.0474473459616882,0.0108608403445455,33476.0430917515,-4.15262004913547,10.7673758691057
"35","Central African Republic",2010,"YR2010",264.024,1986014846,4448525,59.3509084471819,0.000446443449457966,-0.00480297574751435,-13524.8594204787,-9.73204313041779,6.10131273934571
"36","Chad",2010,"YR2010",517.047,10657705536,11887202,43.4961061484444,0.000896569734071988,-0.00481883054981308,-13074.7331358647,-10.0428391377051,6.79857607481875
"37","Chile",2010,"YR2010",72250.901,2.18538e+11,16993354,4251.71517053079,0.0128602040538907,-0.000610611485430744,-1111.09881604593,-5.46043280792144,9.46189286499782
"38","China",2010,"YR2010",8776040.416,6.10062e+12,1337705000,6560.52000702696,0.00456051222055685,0.00169819335106543,-9410.7906493798,-5.02668540980392,8.42519022526948
"39","Colombia",2010,"YR2010",76174.591,2.87018e+11,45918097,1658.92308211292,0.00625065102327738,-0.00320340357384861,-7720.65184665927,-6.40158663285535,8.74044090103016
"40","Comoros",2010,"YR2010",161.348,530493353.2,689692,233.94210749146,0.000769174288233008,-0.00462838454847007,-13202.1285817036,-8.36043687709861,6.64531758652179
"41","Congo, Dem. Rep.",2010,"YR2010",2020.517,20523285374,64523263,31.3145508465683,0.000318075751593654,-0.00483101210511496,-13653.227118343,-10.371427685166,5.76228956697073
"42","Congo, Rep.",2010,"YR2010",1980.18,12007880439,4386693,451.406104780982,0.0027373423303158,-0.00441092055118055,-11233.9605396209,-7.70314316956732,7.91474277623436
"43","Costa Rica",2010,"YR2010",7568.688,37268635287,4545280,1665.17530273162,0.00819941462066143,-0.0031971513532299,-5771.88824927522,-6.39782487416611,9.0118180429799
"44","Cote d'Ivoire",2010,"YR2010",6967.3,24884505035,20401331,341.512031739498,0.00121974909553695,-0.00452081462422203,-12751.5537743997,-7.98212764754039,7.10640045718057
"45","Croatia",2010,"YR2010",20172.167,59665427465,4417781,4566.13105086015,0.0135057458631381,-0.00029619560510138,-465.557006798572,-5.38908902982777,9.51087049336795
"46","Cuba",2010,"YR2010",38375.155,6.4328e+10,11333051,3386.12744264541,0.00567614140269906,-0.00147619921331612,-8295.16146723759,-5.68806835786803,8.64402695035494
"47","Cyprus",2010,"YR2010",7708.034,25562251656,1112607,6927.90356343255,0.0229750951198402,0.00206557690747102,9003.79224990351,-4.97219802764675,10.0421660873607
"48","Czech Republic",2010,"YR2010",111579.476,2.07478e+11,10474410,10652.5786177933,0.0198080846558422,0.00579025196183174,5836.78178590554,-4.54195329239747,9.89384544929598
"49","Denmark",2010,"YR2010",46640.573,3.21995e+11,5547683,8407.21667045503,0.0580413480726999,0.0035448900144935,44070.0452027632,-4.77866481453648,10.9689109333428
"50","Djibouti",2010,"YR2010",517.047,1128611700,851146,607.471573619567,0.00132599072309569,-0.00425485508234196,-12645.312146841,-7.40620517624014,7.18991517456423
"51","Dominica",2010,"YR2010",139.346,493824407.4,71440,1950.53191489362,0.00691243571388578,-0.00291179474106791,-7058.86715605087,-6.23965316673481,8.84107734580699
"52","Dominican Republic",2010,"YR2010",21022.911,53954579004,9897985,2123.958664314,0.00545106695999236,-0.00273836799164753,-8520.23590994429,-6.15447363703758,8.60356664097202
"53","Ecuador",2010,"YR2010",36460.981,69555367000,14934690,2441.36175575121,0.0046573023611471,-0.00242096490021032,-9314.00050878955,-6.01519929873568,8.44619166703906
"54","Egypt, Arab Rep.",2010,"YR2010",202715.427,2.18888e+11,84107606,2410.19138031345,0.0026024756904863,-0.00245213527564808,-11368.8271794503,-6.02804912371401,7.86421845961411
"55","El Salvador",2010,"YR2010",6457.587,21418330000,6164626,1047.52291542098,0.00347439244489447,-0.00381480374054054,-10496.9104250422,-6.86132703011038,8.1531749067117
"56","Equatorial Guinea",2010,"YR2010",4679.092,16298542028,951104,4919.64285714286,0.0171364456757621,5.73162011813276e-05,3165.14280582541,-5.31451934112432,9.74896280050537
"57","Eritrea",2010,"YR2010",513.38,2117039512,4390840,116.920680325405,0.000482149090379062,-0.00474540597563612,-13489.1537795576,-9.05401479901249,6.17825338236136
"58","Estonia",2010,"YR2010",18107.646,19490936349,1331475,13599.6890666366,0.014638604817214,0.0087373624106751,667.301947277343,-4.29770834924879,9.5914174836034
"59","Ethiopia",2010,"YR2010",6585.932,29933790334,87702670,75.0938597422405,0.000341309909196607,-0.00478723279621929,-13629.99296074,-9.49677176362548,5.83279088917595
"60","Faroe Islands",2010,"YR2010",630.724,2301168187,48550,12991.2255406797,0.0473979029248198,0.00812889888471818,33426.6000548831,-4.34348110781683,10.766333264612
"61","Fiji",2010,"YR2010",1221.111,3140508836,859950,1419.9790685505,0.00365196678411536,-0.00344234758741103,-10319.3360858213,-6.55711314793501,8.20302114641483
"62","Finland",2010,"YR2010",62082.31,2.478e+11,5363352,11575.2816522205,0.0462024495129165,0.00671295499625895,32231.1466429799,-4.45888334650065,10.7407880954244
"63","France",2010,"YR2010",353033.091,2.64684e+12,65027512,5428.98044446172,0.0407033872063258,0.000566653788500193,26732.0843363892,-5.21600392611694,10.6140665917104
"64","Gabon",2010,"YR2010",4811.104,14358585196,1640210,2933.22440419215,0.00875411392199779,-0.00192910225176938,-5217.18894793886,-5.8316529817901,9.07727903137393
"65","Gambia, The",2010,"YR2010",432.706,951804226.9,1692149,255.713888079596,0.000562482515960474,-0.00460661276788193,-13408.8203539762,-8.27145136318199,6.33236005085856
"66","Georgia",2010,"YR2010",6314.574,11638536834,3926000,1608.39887926643,0.00296447703362201,-0.0032539277766951,-11006.8258363146,-6.43251607974168,7.99445591598367
"67","Germany",2010,"YR2010",758859.981,3.41709e+12,81776930,9279.63401169499,0.041785501118714,0.00441730735573346,27814.1982487774,-4.67993317135668,10.6403046951532
"68","Ghana",2010,"YR2010",9955.905,32174772956,24512104,406.16280838234,0.00131260755731128,-0.00445616384757919,-12658.6953126254,-7.80875647287607,7.17977093953583
"69","Greece",2010,"YR2010",83856.956,2.99362e+11,11121341,7540.18386811447,0.0269177970534309,0.00267785721215294,12946.4941834942,-4.88750871156802,10.2005429473281
"70","Greenland",2010,"YR2010",663.727,2306502374,56905,11663.7729549249,0.0405325081100079,0.00680144629896335,26561.2052400713,-4.45126756936098,10.6098596005108
"71","Grenada",2010,"YR2010",260.357,771015888.9,104677,2487.24170543672,0.00736566665934255,-0.0023750849505248,-6605.6362105941,-5.99658093133332,8.90458484202264
"72","Guatemala",2010,"YR2010",11664.727,41338595381,14630417,797.292859116729,0.00282552406954634,-0.0040650337968448,-11145.7788003903,-7.13428849482764,7.94644913771928
"73","Guinea",2010,"YR2010",2603.57,6861546076,10794170,241.201500439589,0.000635671485255467,-0.00462112515552194,-13335.6313846812,-8.32987787240261,6.454681897274
"74","Guinea-Bissau",2010,"YR2010",238.355,850633309.8,1555880,153.196261922513,0.000546721668637684,-0.00470913039403902,-13424.581201299,-8.78379070093906,6.30393984045057
"75","Guyana",2010,"YR2010",1719.823,2273225042,746556,2303.67581266509,0.00304494912906734,-0.00255865084329644,-10926.3537408693,-6.07324925235711,8.02123947362262
"76","Haiti",2010,"YR2010",2126.86,6622541529,9999617,212.694146185799,0.000662279518205547,-0.00464963250977573,-13309.0233517311,-8.4556553575952,6.49568769976066
"77","Honduras",2010,"YR2010",7975.725,15839344592,8194778,973.269196554196,0.00193285828999883,-0.00388905745940733,-12038.4445799378,-6.93484984749233,7.56675516560467
"78","Hong Kong SAR, China",2010,"YR2010",40678.031,2.28638e+11,7024200,5791.12653398252,0.0325500412858404,0.000928799878020988,18578.7384159037,-5.15142844086797,10.3905339160181
"79","Hungary",2010,"YR2010",50223.232,1.30923e+11,10000023,5022.31164868321,0.0130922698877793,0.000159984992721679,-879.032982157392,-5.29386496348496,9.47977725011828
"80","Iceland",2010,"YR2010",1961.845,13254818331,318041,6168.52858593703,0.0416764452727793,0.0013062019299755,27705.1424028426,-5.08829494828387,10.6376913866285
"81","India",2010,"YR2010",1719690.988,1.65662e+12,1230980691,1397.00890564172,0.00134577253088692,-0.00346531775031981,-12625.5303390497,-6.57342182389462,7.20472349955388
"82","Indonesia",2010,"YR2010",428760.308,7.55094e+11,242524123,1767.90787941536,0.00311347997328909,-0.00309441877654617,-10857.8228966476,-6.33795842052724,8.04349634207377
"83","Iran, Islamic Rep.",2010,"YR2010",573031.089,4.8707e+11,74567511,7684.72866152124,0.00653193319004573,0.00282240200555971,-7439.36967989092,-4.86852021015931,8.78445822593727
"84","Iraq",2010,"YR2010",112195.532,1.38517e+11,30762701,3647.12877455071,0.00450275806405946,-0.00121519788141082,-9468.54480587719,-5.61381505805845,8.41244539113433
"85","Ireland",2010,"YR2010",40054.641,2.21951e+11,4560155,8783.61393417548,0.0486718104976695,0.00392128727821396,34700.5076277328,-4.73486734620822,10.7928553015946
"86","Israel",2010,"YR2010",68880.928,2.3361e+11,7623600,9035.22325410567,0.030643003305525,0.00417289659814414,16671.7004355883,-4.70662464532561,10.3301596381608
"87","Italy",2010,"YR2010",405361.181,2.12506e+12,59277417,6838.37457020099,0.0358494028172651,0.00197604791423946,21878.0999473285,-4.9852052115231,10.4870821880722
"88","Jamaica",2010,"YR2010",7297.33,13191645686,2817210,2590.2683860983,0.00468252124832725,-0.00227205826986323,-9288.7816216094,-5.95599378466311,8.45159197212477
"89","Japan",2010,"YR2010",1171624.835,5.7001e+12,128070000,9148.31603810416,0.0445076911064262,0.00428598938214263,30536.3882364895,-4.69418545618352,10.7034172870726
"90","Jordan",2010,"YR2010",21180.592,26425379437,7182390,2948.96155736461,0.00367919027468572,-0.00191336509859692,-10292.1125952509,-5.82630218505471,8.21044797289914
"91","Kazakhstan",2010,"YR2010",248549.26,1.48047e+11,16321581,15228.2588310532,0.00907062863579208,0.0103659321750917,-4900.67423414457,-4.18460244355792,9.11279685005603
"92","Kenya",2010,"YR2010",12174.44,39999659234,41350152,294.423101516048,0.000967340077347237,-0.00456790355444548,-13003.9627925894,-8.13049270436462,6.87455011650972
"93","Kiribati",2010,"YR2010",62.339,153275912.7,102652,607.284806920469,0.0014931605102677,-0.00425504184904106,-12478.1423596689,-7.40651267279429,7.30865030031227
"94","Korea, Rep.",2010,"YR2010",566716.515,1.0945e+12,49554112,11436.3166269633,0.0220869662642729,0.00657398997100174,8115.66339433623,-4.47096131804252,10.0027429517303
"95","Kuwait",2010,"YR2010",89625.147,1.15419e+11,2998083,29894.1513627208,0.0384975999663785,0.0250318247067592,24526.2970964419,-3.51009242431693,10.5583511797971
"96","Kyrgyz Republic",2010,"YR2010",6384.247,4794357795,5447900,1171.8730152903,0.000880037775106004,-0.00369045364067123,-13091.2650948306,-6.74915194242588,6.77996483280777
"97","Lao PDR",2010,"YR2010",1639.149,7127792630,6246274,262.420284476794,0.00114112711514096,-0.00459990637148474,-12830.1757547957,-8.2455632002358,7.03977175044117
"98","Latvia",2010,"YR2010",8074.734,23757368290,2097555,3849.59345523717,0.0113262194745787,-0.00101273320072436,-2645.08339535791,-5.55978773230039,9.33487562442868
"99","Lebanon",2010,"YR2010",20047.489,38419626628,4337141,4622.2820517018,0.00885828397739432,-0.000240044604259728,-5113.01889254232,-5.37686674525712,9.08910834283067
"100","Lesotho",2010,"YR2010",2277.207,2385950664,2040551,1115.97651810712,0.00116926784187212,-0.00374635013785441,-12802.0350280645,-6.79802545636704,7.06413305573449
"101","Liberia",2010,"YR2010",792.072,1292697100,3948125,200.619787873991,0.000327420509735634,-0.00466170686808754,-13643.882360201,-8.51409904386175,5.79124530724996
"102","Libya",2010,"YR2010",61961.299,74773444901,6169140,10043.749858165,0.0121205621692813,0.00518142320220347,-1850.74070065536,-4.60080474260017,9.40265864215169
"103","Liechtenstein",2010,"YR2010",55.005,5082366478,36003,1527.78935088743,0.141165082854207,-0.0033345373050741,127193.77998427,-6.48393345710815,11.8576852848925
"104","Lithuania",2010,"YR2010",13468.891,37120517694,3097282,4348.61630293916,0.0119848685699268,-0.000513710353022371,-1986.43430000986,-5.43789757576166,9.39140018059449
"105","Luxembourg",2010,"YR2010",10967.997,53212476812,506953,21635.1358015437,0.104965306077684,0.0167728091455822,90994.0032077471,-3.83343662838745,11.5613851562317
"106","Macao SAR, China",2010,"YR2010",1408.128,28123640999,536969,2622.36367462554,0.0523747944462343,-0.00223996298133599,38403.4915762977,-5.94367920202857,10.8661807325625
"107","Macedonia, FYR",2010,"YR2010",8602.782,9407168702,2070739,4154.45017455121,0.00454290410428354,-0.000707876481410318,-9428.39876565311,-5.4835751880588,8.42132175708043
"108","Madagascar",2010,"YR2010",1958.178,8729936136,21151640,92.5780695964946,0.000412730934149787,-0.00476974858636503,-13558.5719357869,-9.28745827377216,6.0227958894857
"109","Malawi",2010,"YR2010",1144.104,6959697194,15167095,75.4332982024574,0.000458868174426283,-0.00478689335775907,-13512.4346955104,-9.49226175971385,6.12876296712458
"110","Malaysia",2010,"YR2010",218476.193,2.55017e+11,28112289,7771.55474604007,0.00907137088694556,0.00290922809007854,-4899.93198299109,-4.85728503860367,9.11287867688586
"111","Maldives",2010,"YR2010",935.085,2588176058,367000,2547.91553133515,0.00705225083923706,-0.00231441112462638,-6919.05203069959,-5.97247969278909,8.86110211282803
"112","Mali",2010,"YR2010",964.421,10678749467,15075085,63.9744983195783,0.00070837076321626,-0.00479835215764195,-13262.9321067204,-9.65702601776897,6.56296763348197
"113","Malta",2010,"YR2010",2559.566,8741059603,414508,6174.94957877773,0.0210877946939504,0.0013126229228162,7116.49182401377,-5.08725456188156,9.95644970157343
"114","Marshall Islands",2010,"YR2010",102.676,164969100,52425,1958.53123509776,0.00314676394849785,-0.00290379542086377,-10824.5389214388,-6.23556045650573,8.05412988582973
"115","Mauritania",2010,"YR2010",2236.87,4343665075,3609543,619.710029773852,0.00120338366241931,-0.00424261662618768,-12767.9192075173,-7.38625888324119,7.09289258650938
"116","Mauritius",2010,"YR2010",3916.356,10003670690,1250400,3132.08253358925,0.00800037643154191,-0.00173024412237228,-5970.92643839474,-5.76605714948007,8.98724387349771
"117","Mexico",2010,"YR2010",464308.206,1.05113e+12,117318941,3957.65766416183,0.00895959331920666,-0.000904668991799695,-5011.70955072999,-5.5321029276693,9.10048011645749
"118","Micronesia, Fed. Sts.",2010,"YR2010",113.677,296525300,103616,1097.09890364422,0.00286177134805435,-0.0037652277523173,-11109.5315218823,-6.81508594346297,7.95919606456087
"119","Moldova",2010,"YR2010",4932.115,5811604052,3562045,1384.63017732791,0.00163153583180448,-0.00347769647863362,-12339.7670381322,-6.58232219497886,7.39727707828346
"120","Mongolia",2010,"YR2010",13820.923,7189481824,2712650,5094.98940150775,0.00265035364827751,0.000232662745546222,-11320.9492216591,-5.27949769248473,7.88244836225651
"121","Montenegro",2010,"YR2010",2581.568,4139192053,619428,4167.66436131399,0.00668228115777782,-0.000694662294647542,-7289.02171215883,-5.48039950528942,8.80721469892132
"122","Morocco",2010,"YR2010",55958.42,93216746662,32409639,1726.59806547058,0.00287620441134812,-0.00313572859049095,-11095.0984585885,-6.36160224259057,7.96422679119289
"123","Mozambique",2010,"YR2010",2735.582,10154238250,24221405,112.94068201246,0.000419225814935178,-0.00474938597394907,-13552.0770550015,-9.08864781502293,6.03840971254011
"124","Myanmar",2010,"YR2010",12515.471,49540813342,50155896,249.531401054026,0.000987736583192532,-0.0046127952549075,-12983.5662867441,-8.29592579476394,6.89541604599756
"125","Namibia",2010,"YR2010",3102.282,11282192605,2173170,1427.53765236958,0.00519158308139722,-0.00343478900359195,-8779.71978853943,-6.55180424034092,8.55479395496655
"126","Nauru",2010,"YR2010",44.004,49248810.57,10025,4389.42643391521,0.00491259955810474,-0.000472900222046317,-9058.70331183191,-5.42855671329758,8.49955852225302
"127","Nepal",2010,"YR2010",5056.793,16002656434,27023137,187.128274559686,0.000592183521624451,-0.00467519838140184,-13379.1193483122,-8.58371621606064,6.38381658958709
"128","Netherlands",2010,"YR2010",183052.973,8.3639e+11,16615394,11017.0708560989,0.0503382586052428,0.00615474420013734,36366.9557353062,-4.50830931312099,10.8265206754259
"129","New Zealand",2010,"YR2010",31781.889,1.46581e+11,4350700,7305.0058611258,0.0336913600110327,0.00244267920516427,19720.0571410961,-4.9191954314354,10.424996703975
"130","Nicaragua",2010,"YR2010",4536.079,8758622329,5737723,790.571277142518,0.00152649793811936,-0.00407175537881901,-12444.8049318173,-7.14275473821635,7.33073146144972
"131","Niger",2010,"YR2010",1173.44,5718589799,16425578,71.4397995613914,0.000348151510954439,-0.00479088685640014,-13623.1513589822,-9.54665542709158,5.85263776133157
"132","Nigeria",2010,"YR2010",91517.319,3.69062e+11,158578261,577.111379724362,0.00232731773997698,-0.00428521527623717,-11643.9851299597,-7.45747527763331,7.7524716988786
"133","Norway",2010,"YR2010",60105.797,4.29131e+11,4889252,12293.4544997885,0.0877702765167351,0.00743112784382699,73798.9736467984,-4.39868831273696,11.382478186051
"134","Oman",2010,"YR2010",47417.977,58641621847,3041460,15590.5311922564,0.0192807473539024,0.0107282045362948,5309.44448396575,-4.16109152386582,9.86686233058248
"135","Pakistan",2010,"YR2010",161395.671,1.77407e+11,170560182,946.268168264502,0.00104014312086041,-0.00391605848769703,-12931.1597490762,-6.96298455311741,6.94711359887911
"136","Palau",2010,"YR2010",253.023,183335100,20470,12360.6741573034,0.00895628236443576,0.00749834750134184,-5015.02050550089,-4.39323528496889,9.10011050518455
"137","Panama",2010,"YR2010",9163.833,28917200000,3643222,2515.31007443411,0.00793725993090731,-0.00234701658152742,-6034.04293902934,-5.98535919299658,8.9793233978185
"138","Papua New Guinea",2010,"YR2010",4763.433,14250726290,7108239,670.128424213086,0.00200481811177142,-0.00419219823174844,-11966.4847581652,-7.30804118601715,7.60330861830462
"139","Paraguay",2010,"YR2010",5097.13,20030528043,6209877,820.810138429473,0.00322559175374971,-0.00404151651753206,-10745.7111161869,-7.10521873173629,8.07887170193252
"140","Peru",2010,"YR2010",57593.902,1.47529e+11,29373646,1960.73384965557,0.00502249533476369,-0.00290159280630596,-8948.80753517296,-6.23443646272522,8.5216821678213
"141","Philippines",2010,"YR2010",84869.048,1.99591e+11,93726624,905.495625234512,0.00212950164512487,-0.00395683103072702,-11841.8012248118,-7.00702811197825,7.66364326190341
"142","Poland",2010,"YR2010",316264.082,4.79258e+11,38042794,8313.37682505654,0.0125978654459502,0.00345105016909501,-1373.43742398649,-4.78988939584951,9.44128266953666
"143","Portugal",2010,"YR2010",48136.709,2.38303e+11,10573100,4552.75264586545,0.0225386121383511,-0.000309574010096078,8567.30926841445,-5.39202325183087,10.0229852124217
"144","Qatar",2010,"YR2010",72507.591,1.25122e+11,1779676,40742.0176481562,0.0703060557090167,0.0358796909921947,56334.7528390801,-3.20049534441824,11.1606132150421
"145","Romania",2010,"YR2010",79412.552,1.67998e+11,20246871,3922.21356080157,0.0082974796451264,-0.000940113095159962,-5673.82322481025,-5.54109910067576,9.02370709045782
"146","Russian Federation",2010,"YR2010",1670531.186,1.52492e+12,142849449,11694.3481245069,0.0106750149242788,0.00683202146854541,-3296.28794565787,-4.44864962017399,9.27566123615475
"147","Rwanda",2010,"YR2010",590.387,5774003744,10246842,57.6164832052646,0.000563491048656747,-0.00480471017275626,-13407.8118212799,-9.76170186444226,6.334151448095
"148","Samoa",2010,"YR2010",187.017,643046733.4,186205,1004.36078515615,0.00345343429768266,-0.00385796587080538,-10517.868572254,-6.90340397449746,8.14712446349867
"149","Sao Tome and Principe",2010,"YR2010",99.009,197454053.1,174776,566.490822538564,0.00112975496120749,-0.00429583583342297,-12841.5479087292,-7.47604967791241,7.0297560397024
"150","Saudi Arabia",2010,"YR2010",518491.798,5.28207e+11,27425676,18905.3424973007,0.01925957996441,0.0140430158413392,5288.27709447334,-3.96831072504584,9.86576387641285
"151","Senegal",2010,"YR2010",7744.704,12948906289,12916229,599.610304214953,0.00100252994035643,-0.00426271635174658,-12968.7729295802,-7.41923060673514,6.91028202442695
"152","Serbia",2010,"YR2010",45954.844,39460357731,7291436,6302.57798326695,0.00541187740398462,0.00144025132730542,-8559.42546595203,-5.06679652559248,8.59635133640746
"153","Seychelles",2010,"YR2010",443.707,969936525.3,89770,4942.7091455943,0.0108046844747689,8.0382489632767e-05,-3166.6183951678,-5.3098416880648,9.28773506673477
"154","Sierra Leone",2010,"YR2010",726.066,2616610911,6458720,112.41639210246,0.000405128401757624,-0.00474991026385907,-13566.174468179,-9.0933007939274,6.00420405823639
"155","Singapore",2010,"YR2010",55643.058,2.36422e+11,5076732,10960.4087826578,0.0465697224119768,0.00609808212669629,32598.4195420402,-4.51346570047005,10.7487058752968
"156","Slovak Republic",2010,"YR2010",36240.961,89501012916,5391428,6721.95956247584,0.0166006135880883,0.00185963290651431,2629.3107181517,-5.00237556539564,9.71719493679937
"157","Slovenia",2010,"YR2010",15335.394,48013606745,2048583,7485.85436860503,0.0234374720209042,0.0026235277126435,9466.16915096756,-4.89474012352228,10.0620913889373
"158","Solomon Islands",2010,"YR2010",198.018,671585343.2,527790,375.183311544364,0.00127244802516152,-0.00448714334441716,-12698.8548447751,-7.88809582064774,7.14869790292373
"159","South Africa",2010,"YR2010",474099.096,3.75298e+11,50979432.36,9299.81119938857,0.00736175321352676,0.00443748454342704,-6609.54965640989,-4.67776118017001,8.90405339171543
"160","Spain",2010,"YR2010",270910.626,1.43162e+12,46576897,5816.41636625128,0.0307366976378869,0.000954089710289747,16765.3947679502,-5.14707095151773,10.3332125824956
"161","Sri Lanka",2010,"YR2010",13263.539,56725745039,20119000,659.254386400915,0.00281951116054476,-0.00420307226956061,-11151.7917093919,-7.32440107913009,7.94431880158122
"162","St. Kitts and Nevis",2010,"YR2010",220.02,705015370.4,51445,4276.80046651764,0.0137042544542715,-0.000585526189443889,-267.048415665098,-5.45455010349862,9.52546160771479
"163","St. Lucia",2010,"YR2010",403.37,1381968259,172580,2337.2928496929,0.00800769648279059,-0.00252503380626863,-5963.60638714606,-6.05876192118069,8.98815841852734
